Artist,Song Title,Tempo,Loudness,Energy,Genre,verse,chorus
Germs,Land of Treason,125.561,-7.45,0.99,12,   Old hearts gone- The future's on-mother nations mired  I like a recepticle for the chosen dead  We find our bodies clawed  And with the scent of death  We find that we are not so very awed   Loyalties burned- The words our blurred-overturn your own ,  You wear a cost of sewage- That you've never ever seen   The time is now-the vicious here- A stolen dinner code  The license of the savage land- That you've always sold  So bite the hand that needs you  And bless another coal  The virus never issues- From a cotton so very old  As the lights come down  You wash your hands and start to climb  The ladder that you stole  Slip the hatch-and spin the sword- The money lords are poor  Push the tan-that rolls downhill- Their sense of dream absorbed  Still the cat that breaks the night- Tie him to the core  Chase the viruses that believe- That what's right is scored  It's a senseless cash in of right for right- What's wrong is never gone  And left is just a bastion for the fools  Golden dawn
Germs,Let's Pretend,108.918,-7.776,0.986,12,   That thing in your bed's just another whore That tear in your eyes not a tear at all  For that girl that you touch you could never fall  That stream in your mind it's a tearin' sty      Your leather is tight but you wear it full  'Gether is right but you gotta be cool  You cut your wrists but you don't feel the pain  You change your mind but you still feel the same  To dream ain't your kind just another lie...       Sell us a story that we can believe  Spend your dollars on pills for relief  Love is a future that you still can't see  Standing answers to questions are free  Scream in your boredom life's just to die   Let's pretend you're vicious ,  Let's pretend you're vicious  Let's pretend you're cool  Let's pretend suspicious  Let's pretend you're fools     Let's pretend you're vicious  Let's pretend you're cool  Let's pretend suspicious  Let's pretend you're fools    Let's pretend you're cool  Let's pretend suspicious  Let's pretend you're fools  
Germs,Lexicon Devil,106.272,-7.4689999999999985,0.877,12,   I want toy tin soldiers that can push and shove I want gun boy rovers that'll wreck this club I'll build you up and level your heads We'll run it my way cold men and politics dead    I'll get silver guns to drip old blood Let's give this established joke a shove We're gonna wreak havoc on this rancid mill I'm searchin' for something even if I'm killed    Empty out your pockets you don't need their change I'm giving you the power to rearrange Together we'll run to the highest prop Tear it down and let it drop away,  I'm a lexicon devil with a battered brain And I'm lookin' for a future the world's my aim So gimme gimme your hands gimme gimme your minds So gimme gimme your hands gimme gimme your minds Gimme gimme this gimme gimme that   I'm a lexicon devil with a battered brain And I'm lookin' for a future the world's my aim So gimme gimme your hands gimme gimme your minds So gimme gimme your hands gimme gimme your minds Gimme gimme this gimme gimme that   I'm a lexicon devil with a battered brain And I'm lookin' for a future the world's my aim So gimme gimme your hands gimme gimme your minds So gimme gimme your hands gimme gimme your minds Gimme gimme this gimme gimme that   I'm a lexicon devil with a battered brain And I'm lookin' for a future the world's my aim So gimme gimme your hands gimme gimme your minds So gimme gimme your hands gimme gimme your minds Gimme gimme this gimme gimme that
Germs,Manimal,105.879,-8.354,0.956,12,   I crossed the paths of right and wrong - And saw them take their toll I saw armies that marched And like animals they crawled    Evolution is a process too slow To save my soul But I've got this creature on my back And it just won't let go,  I came into this world like a puzzled panther Wanting to be caged But something stood in the way I was never quite tamed   I came into this world like a puzzled panther Wanting to be caged But something stood in the way I was never quite tamed
Germs,Media Blitz,125.943,-11.192,0.8759999999999999,12,   Don't steal your eyes off the TV screen Can you realize we're what we've seen Take an injection from the mad machine Don't read the papers read between the lines We're vision rapers and we seed the signs You'll play your part in the master mind,  I've got television I've got supervision No decisons for you Media blitz-media blitz Immediate hits-we rule   I've got television I've got supervision No decisons for you Media blitz-media blitz
Germs,Our Way,116.348,-6.882999999999999,0.952,12,Clara would be proud to know us We've taken it to the end Where the grey turns to black And the white just begins- We live everyday on the water The night just kills the pain From the suffering that was We are no stronger-we are dust-,  Down in the crowd we're down On our knees Wanna get out but Don't wanna succeed We're the red-eyed legends Of the night before We're the dead mind babies Of the T.V. war-
Germs,Richie Dagger's Crime,103.056,-8.297,0.911,12,   He sits in his corner like a child despised A crazy sort of cast comes over his eyes- That's Richie Dagger's crime  He's that sort of boy that was never much loved His idea of fun was society's grudge- That's Richie Dagger's crime  His life was such a mess And his friends weren't quite the best But he was satisfied- That's Richie Dagger's crime Suck me in and spit me out Devour me in haste-,  I'm Richie Dagger I can stomp and swagger I can take on all your heroes I'm Richie Dagger I'm young and i'm haggard The boy that nobody owns    I'm Richie Dagger I can stomp and swagger I can take on all your heroes I'm Richie Dagger I'm young and i'm haggard The boy that nobody owns   He could set your mind ablaze With sparkling eyes and visionary case He stood like a remnant from an outbreak past Wore something in his ear And boy was he sass-   I'm Richie Dagger I can stomp and swagger I can take on all your heroes I'm Richie Dagger I'm young and i'm haggard The boy that nobody owns
Germs,Shut Down,121.342,-8.007,0.8240000000000001,12,   Let me touch the tips of inculcated desire And brush the fettered veil away Shut down in the depths I lay... If you want nothin' then I've got nothin' I'm your annihilation man Lemme get control I've got your minds Now I want Your souls lemme get control I've got your minds Now I want control I need control... If you want somethin' then I've got somethin' I'm your annihilation man...,our souls lemme get control I've got your minds Now I want control I need control... If you want something then I've got something I'm your annihilation man...
Germs,Strange Notes,133.02,-8.196,0.937,12,Billy Druids face is marble He keeps every thought in its place He lets the days turn tomorrow Someone's always walking On his grave He wears the lines just like Garbo And talks at a saturmine pace Listening to the strange notes marvel Only giving what it takes ,It's a sad man's world And for Billy it's sure to crown Dragging beauty into darkness Inflicting a pale white frown  And the matter the runs Through Billy's head Is too concerned to fall
Germs,The Other Newest One,136.688,-8.228,0.9,12,   I feel your body's close to mine I hear your breath and mine in time I know I'm nothing but it's you that I need I touch your skin and it starts to feed You're not the first you're not the last Another day another crash    Embracing my life between your thighs We will perform in the deadly skies Reducing my mind to endless nights You send my dreams to their demise Realized by your last breath  I take your hair into my hands I pull it tight to fill your demands I feed my body into yours I know it's right cause that's my soul you stir  You're not the first you're not the last Another day another crash,  My eyes meet yours in secret glance Our bodies look in ancient stance You whisper something and I know it's good You're acting crazy just like I knew you would  You're not the first you're not the last Another day another crash
Germs,The Slave,122.589,-8.769,0.949,12,   You put your hands together Writhe in the shackle You twist your body round 'Til it starts to crackle You do the slave to the beat Of the neuro-sutra can can...,  You're lashed 'twixt the stars With your ice and motor cars You do the slave to the beat Of the neuro-sutra can can Oh yea! Yea! Pull out the zen I've got a Buddhist principle in my hand Your life seems wasted your bodies laced in Don't stop now you've got to trace it...
Germs,We Must Bleed,108.991,-7.5870000000000015,0.968,12,   It's Sunday and the streets aren't clear The traffic's screaming But we can't hear The sounds the metals Driving us mad The sounds the metals Driving us mad The sounds the metals Driving us mad Driving us mad oh Driving us mad We must bleed we must bleed We must bleed we must bleed,  The crash as the bottle breaks Flashes it will through my veins The pain the colors Making me sane The pain the colors Making me sane The pain the colors Making me sane The pain the colors Making me sane We must bleed we must bleed We must bleed we must bleed 
Germs,What We Do Is Secret,112.28,-6.507999999999999,0.816,12,   Standing in the line we're abberations Defects in a defect's mirror And we've been here all the time Real fixations Hidden deep in the furor- What we do is secret-secret!    Licensed to drill with the torch In our lives Walking on shallow water Progressed to the Point of no distinction Dementia of a higher order- What we do is secret-secret!,  We're influential guys for the D.C.C We can lie so perfect And we've got a party line To every call It's a very short circuit- What we do is secret-secret!
Gin Blossoms,"Hey, Jealousy",153.005,-7.42,0.785,10,   Tell me do you think it'd be all right If I could just crash here tonight You can see I'm in no shape for driving And anyway I've got no place to go And you know it might not be that bad You were the best I'd ever had If I hadn't blown the whole thing years ago I might not be alone ,  Tomorrow we can drive around this town And let the cops chase us around The past is gone but something might be found To take its place...hey jealousy Hey jealousy Hey jealousy Hey jealousy   Tomorrow we can drive around this town And let the cops chase us around The past is gone but something might be found To take its place...hey jealousy Tomorrow we can drive around this town And let the cops chase us around The past is gone but something might be found To take its place...hey jealousy Hey jealousy Tell me do you think it'd be all right If I could just crash here tonight You can see I'm in no shape for driving And anyway I've got no place to go And you know it might not be that bad You were the best I'd ever had If I hadn't blown the whole thing years ago I might not be alone    Tomorrow we can drive around this town And let the cops chase us around The past is gone but something might be found To take its place...hey jealousy  Hey jealousy She took my heart Well there's only one thing I couldn't start
Herman Brood,My Way,152.011,-15.722,0.282,9,   And now the end is near And so I face the final curtain My friends I say it clear I'll state my case of which I'm certain I've loved a life that's full I've travelled each and every highway And more much more than this I did it my way  Regrets I had a few But then again too few to mention I did what I had to do And saw it through without excemption I planned each chattered course Each careful stap along the highway And more much more than that I did it my way   Yes there were times I'm sure you knew When I bit more off then I could chew   But through it all when there was doubt I ate it up and spitt it out I faced it all and I stood tall And did it my way  I've loved I've laughed and cried I've had my fill my share of losing And now as tears subside I find it all so amusing To think I did all that And may I say not in a shy way Oh no oh no not me I did it my way  For what is a man What has he got If not himelf than he has not To say the words he truly feels And not the words of one who kneels The record shows I took the blows And did it my way,I've loved I've laughed and cried I've had my fill my share of losing And now as tears subside I find it all so amusing To think I did all that And may I say not in a shy way Oh no oh no not me I did it my way  For what is a man What has he got If not himself than he has not To say the words he truly feels And not the words of one who kneels The record shows I took the blows And did it my way
Herman Brood,When I Get Home,116.697,-15.936,0.14,9,   When I get home I'm gonna sit on my bed When I get home The feed back in my head When I get home I won't answer the phone    When I get home I knew it ain't no sceen When I get home You knew I take of my skin When I get home I dance around in my doors,  When I get home I'm gonna touch your hair When I get home I'm gonna touch you there When I get home I'll be on top of you   When I get home I'm gonna see my girls When I get home I'm gonna buy them a toy When I get home There gonna jump with joy
hide,ever free,129.106,-12.445,0.355,13,"   I've forgotten the season that I dreamt of in my dreams So I try asking that girl When I do you said with a smile ""Can dreams be eaten?""  When I look upon these days that are coming to an end I remember the faded sunny days  The disappearing melodies from the beginning Where did I lose them?",  Your dreams were called nonsensical And the continuations to them are trembling in your heart Ever free your story seems to be collapsing If you could imagine it could your dream be seen?   Your freedom was called nonsensical You're sleeping with your wings closed Ever free piercing through this night If you wake up will you be able to fly freely?  Ever free where are you free? Ever free
hide,Hurry go round,84.052,-11.755,0.326,13,With off season blooms One season flows endlessly into the next The joke plays out again Just like it did on that day  When ivy leaves unnoticed Spread their roots The scene greeting me Slipped away without a sound  I aim for the distance beyond And kick old memories away Not because they're sad But they aren't happy either  To gain wisdom A fleeting moment is never enough It was but an instant of clarity That flashed by me yesterday    Supposing a ripe fruit Were to wither and fall unseen Its sweetly intoxicating fragrance Would still have adorned one season   Ivy will spread I will perish away And a fragment of memory will return to the ground Perhaps to become a flower again Like a merry-go-round & round Let's meet in the spring again  It spins and spins And even the tears and the rain Twinkling from fragments of distant memories Will be swallowed into the sands ,  Just like on a Merry-go-round I forget my pains and continue around Unable to find my destination Still I go on
hide,Pink Spider,160.101,-12.285,0.37,13,"   Ignoring the captured butterfly's desperate plea You glare at the sky ""I didn't hurt because I hated I didn't have wings And the sky was too high"" [verse ""You should use my wings SPIDER You don't know the pain of endless flight And maybe you'll realize one day That you were only flying in the palms of someone else And even dared to call that freedom.""  Couldn't fly with borrowed wings You fall straight down head first    Beyond that barely visible sky Birds heading south ""Let's fly once again Cutting down these threads This time with one's own JET When that cloud passes...""  PINK SPIDER The sky is calling PINK SPIDER PINK SPIDER","  PINK SPIDER ""I wanna go there"" PINK SPIDER ""I wish I had wings...""   PINK SPIDER ""It's no good"" PINK SPIDER ""But I can see the sky..."" PINK SPIDER ""It's a failure"" PINK SPIDER ""I wish I had wings..."""
hide,Rocket Dive,120.962,-13.385,0.389,13,   For example somewhere along your journey Your engine goes idle Because of that it's all a waste right? But a situation made of nothing Can be turned into anything So you can go anywhere you want to    No matter how many years we wait We'll be having lots of fun out in space Carry that missile in your heart and let's soar,  Speed freaks baby rocket dive Your off-kilter rocket A high-speed trip starts with a quick spark And so speed freaks baby rocket dive Even in silence the sun rises Say adios to those yesterdays filled with waiting   Speed freaks baby rocket dive I want to get on board before it rusts And when it flies it's the perfect rocket Come on space age baby rocket dive Bungee-dive in a place that can't be seen   Speed freaks baby rocket dive I want to fly to a place that can't be seen Your high-speed self starts quick a quick spark Come on speed freaks baby rocket dive Spread your wings and you can fly Say adios to those yesterdays filled with waiting
Jonghyun,#Hashtag,105.058,-8.783999999999999,0.464,14,   Yes #hashtag Put his name in it and while you stay in bed (search search) Its there growing all around the room Theyre dating but I dont really care People are going crazy    Theyre pros theyre pros Talking about other people They say his personality is shit he seems like that Nah nothing special I just dont like his attitude His eyes the way he puts his hands in his pocket dont like any of it    Hey are you allowed to just say that? Who cares? Who says I cant? Yea (why should I care about him?) Yea (why should I defend him?) Im sure hell do fine,  Eat a waffle you try it too try eating the bad comments Theyre dating Thats what they say My friends cousins seniors friends in-laws saw Thats what they say Those two fought Thats what they say They flipped the place over turned it inside out and it was crazy Never mind if its not true   Eat a waffle you try it too try eating the bad comments Theyre dating Thats what they say My friends cousins seniors friends in-laws saw Thats what they say Those two fought Thats what they say They flipped the place over turned it inside out and it was crazy Never mind if its not true   Eat a waffle Four crosses on it have faith Yes #hashtag Put your name in it and while you stay in bed (search search) Its there growing all around the room Theyre dating but I dont really care People are going crazy   Eat a waffle you try it too try eating the bad comments Theyre dating Thats what they say My friends cousins seniors friends in-laws saw Thats what they say Those two fought Thats what they say They flipped the place over turned it inside out and it was crazy Never mind if its not true
Jonghyun,Before Our Spring,103.976,-9.518,0.246,14,   Actually looking at you Watching over you makes me happy Just looking at you smiling Just watching over you makes me feel at peace    Actually I dont want spring to come Dont want it to get warmer Just looking at you smile from afar Makes my heart ache,  I know this sounds foolish But Im afraid to go to you Even if you dont understand Its alright its alright Because theres still a lot of time Before spring will come   I know this sounds foolish But Im afraid to go to you Even if you dont understand Its alright its alright Because theres still a lot of time Before spring will come
Jonghyun,Grease,139.79,-3.892,0.779,14,   Black grease It wont come off its like you Its on your white shirt All over It even feels dirty (dirty) Yea its like you Disgustingly spread out Meeting eyes with you was my fault Its my fault that I didnt know about myself    I did nothing wrong If I had to choose its that I got to know you I was crazy I tried to make things right But whats so good about you? What do I have to lose? After I met you I only regret If I had the chance to erase it all I wish I could beg the kids who know you So I dont have to know you anymore Crazy crazy I was crazy I want to turn it all back,  Throwing away my memories Throwing away everything you gave me Because its already been long since it lost meaning Now go away cuz I wanna erase you go away  Throwing away my memories Throwing away everything you gave me Because its already been long since it lost meaning Now go away cuz I wanna erase you go away   i want to clean it up (clean it up) I want to fix it up (fix it up) Lets say this never happened Lets say this never happened  Throwing away my memories Throwing away everything you gave me Because its already been long since it lost meaning Now go away cuz I wanna erase you go away  Throwing away my memories Throwing away everything you gave me Because its already been long since it lost meaning Now go away cuz I wanna erase you go away   Throwing away my memories Throwing away everything you gave me Because its already been long since it lost meaning Now go away cuz I wanna erase you go away
Jonghyun,Im So Curious,99.88,-6.155,0.642,14,   Im looking at your eyes they shine so black Dont move I wanna place you completely in my head I dont wanna be bland I wanna hold your hand  The back of your neck your ant waist I wanna see everything from up close Im getting greedy I wanna see everything closely I wanna get to know you  When I meet eyes with you When your hands brush against mine I get sad because I wish for one more second Put your skin on me dont take it away    Dont get away from me dont go far away Im like a puppy left alone Im trembling I dont know what to do Isnt it sad?  Take care of me baby care about me Its always me like this youre always so relaxed baby Im looking at you but your legs are so pretty (I cant snap out of it)  When I meet eyes with you When your hands brush against mine I get sad because I wish for one more second Put your skin on me dont take it away    Im sure its awkward I feel it too (still) Dont back away dont run away Put your feet on my feet Your hands on my waist put them there (Woo woo) stay chill baby Relax lady Feel this vibe trust me (babe),  What would it feel like? If I met eyes with you? What would it feel like? If I held hands with you? What would it feel like? If I kissed your lips? Im so curious (curious curious yeah yeah)   What would it feel like? If I met eyes with you? What would it feel like? If I held hands with you? What would it feel like? If I kissed your lips? Im so curious (curious curious yeah yeah)   What would it feel like? If I met eyes with you? What would it feel like? If I held hands with you? What would it feel like? If I kissed your lips? Im so curious (curious curious yeah yeah)
Jonghyun,Just for a day,99.872,-3.846,0.802,14,   Donât do this you keep appearing Itâs over itâs all in the past I open my eyes I close them But even in my dreams itâs you    Iâm not in your today anyway You know that I canât go on for a single day Even when Iâm drunk and swaying and want to lean I canât,  Just for a day oh Just for a day oh oh oh oh Just for a day please I wish you were dead Just for a day oh just for a day   Just for a day oh Just for a day oh oh oh oh Just for a day please I wish I came back to life in your day Just for a day oh just for a day  Just for a day   Just for a day oh Just for a day oh oh oh oh Just for a day please I wish we were together Just for a day oh just for a day
Jonghyun,Only One You Need,113.937,-3.967,0.799,14,   The fingertip facing me Im still afraid. I know its full I understand it because it is you too oh Two eyes clear reason Reasons why the bottom of the ear lobe was hot Mood at ones fingertips    Im trying to please you right here I just gotta blow oh You and I are missing that piece I wanna be the only one The only one you need Its always beautiful. It seems to collapse. It soon shines like an explosion. The more uneasy the more Even if the whole body is torn and scattered I will not cover everything. I got you here I blew you. Its okay.    You and I are missing that piece I wanna be the only one The only one you need I can not wait for you Disturbed form looks dangerous yeah Yeah relax let me do it. I can not just look at you like me.,  Im the only one who can afford you. Only one you need (need) Only one you need (need) The only one you need (need)   Im the only one who can afford you. Only one you need (need) Only one you need (need)   I wanna be I wanna be the only one The only one you need yeah You and I a piece that I disappeared (I wanna be) I wanna be the only one
Jonghyun,Rewind,118.003,-5.45,0.7490000000000001,14,   Whatever I do time passes Im tired let me get a glass of water Whatever I do time passes Im tired theres something on the floor Whatever I do time passes Its wet I should clean it up Whatever I do my eyelids are heavy Ill be alert so you focus too    Whatever I do time passes One more drink Im so out of it Whatever I do time passes My right shoulder is stiff Whatever I do time passes Whatever you say Whatever I do Whatever you say,Rewind rewind rewind Rewind rewind rewind rewind One two three rewind 1 2 3 again Eins zwei drei wieder (rewind) Un deux trois encore (rewind)   Rewind rewind rewind Rewind rewind rewind rewind One two three rewind 1 2 3 again One two three Uno dos tres de nuevo (rewind) (Rewind) Rewind rewind rewind Rewind rewind rewind rewind One two three rewind 1 2 3 again Eins zwei drei wieder (rewind) Un deux trois encore (rewind) One two three rewind 1 2 3 again One two three Uno dos tres de nuevo (rewind)
Jonghyun,Sentimental,82.95100000000002,-5.25,0.635,14,   When I quietly close my eyes It feels like youre quietly next to me Sadly when my heart droops Feels like youll pat my shoulders    When I see myself eating when I see myself taking care of my body I think whats the point? But when I see you smiling Im shook Maybe its just my mood    When I quietly close my eyes It feels like youre quietly next to me Sadly when my heart droops Feels like youll pat my shoulders    I havent really changed either Im sure youre still the same too Its not like I wanna go back Not like I miss you but,  Im feeling sentimental Im feeling sentimental Without you my room is empty Im feeling sentimental Feels like yesterday you were laying Only a few centimeters away from me Im feeling sentimental in this room without you   Im feeling sentimental Im feeling sentimental Without you my room is empty Im feeling sentimental Feels like yesterday you were laying Only a few centimeters away from me Im feeling sentimental in this room without you
Jonghyun,Shinin',115.085,-2.873,0.853,14,   No matter how I look my hands and feet do not speak. Yes the eyes are far away. Oh girl (Down) Come on in my Around The moment I met my eyes my body my arms legs stopped Body I'm into you girl (Nobody nobody)    I am blinded by the white color of the halo I do not know what to do (close) I do not think there is anything on Earth Only you (You you) Oh please know me more slowly Oh show me a little more (Show me) Oh baby    Dazzle everything that touches your hand It 's shining white again Yeah (Do not be shy) It's amazing to know you. When your eyes look at me there is more light,  Make it grow more cozy Baby That's your location Oh somebody call me I'm built right next to you. We're like twins. Oh girl Baby come in Always be with you (Baby come in) Always be with you Baby come in be there with you (Baby come in) Always be with you (Yeah yeah) Hold me tight (Yeah yeah)   Make it grow more cozy Baby That's your location Oh somebody call me I'm built right next to you. We're like twins. Oh girl Baby come in  Always be with you (Baby come in) Always be with you Baby come in be there with you (Baby come in) Always be with you (Yeah yeah) Hold me tight (Yeah yeah)
Jonghyun,Sightseeing,85.023,-2.833,0.902,14,Hey look up its dangerous All those people gathering around the bus station Its so gross like a frowning cats face Where is everyone going? Where is their destination? Im curious where are you going? ,  Hey look up its dangerous All those people gathering around the bus station Its so gross like a frowning cats face  Where is everyone going? Where is their destination? Im curious where are you going? They look miserable like theyre being dragged Their faces their legs look so heavy babe  whoa (whoa) look at him (look at him) Wheres he going (wheres he going) take me with you whoa (whoa) look at him (look at him) Wherere you going (wherere you going) take me with you  Whoa doo loo doo doo doo Doo loo doo doo doo take me with you Whoa doo loo doo doo doo Doo loo doo doo doo take me with you   Hey look up its dangerous All those people gathering around the bus station Its so gross like a frowning cats face  Where is everyone going? Where is their destination? Im curious where are you going? They look miserable like theyre being dragged Their faces their legs look so heavy  whoa (whoa) look at him (look at him) Wheres he going (wheres he going) take me with you whoa (whoa) look at him (look at him) Wherere you going (wherere you going) take me with you  Whoa doo loo doo doo doo Doo loo doo doo doo take me with you Whoa doo loo doo doo doo Doo loo doo doo doo take me with you Whoa whoa whoa whoa  whoa (whoa) look at him (look at him) Wheres he going (wheres he going) take me with you whoa (whoa) look at him (look at him) Wherere you going (wherere you going) take me with you
Jonghyun,Take The Dive,105.108,-4.114,0.708,14,   When my small world met yours Then the waves arose Just one laugh Colors in my once colorless heart I will take the dive The strange tide feels deeper today Singing na na na na na I hesitated for a second Then Im diving    Let me loose in your ocean So I can only be filled with you I wanna know you From your surface to the other side of the ocean oh I,  take the dive Take the dive (woo woo woo) Take the dive (woo)   Take the dive Take the dive (woo woo woo) Take the dive (woo)   Would you take the dive Would you take the dive Would you take the dive   Take the dive Take the dive (woo woo woo) Take the dive (woo)
Joy Division,A Means to an End,130.549,-7.9460000000000015,0.7859999999999999,10,   A legacy so far removed One day will be improved Eternal rights we left behind We were the better kind Two the same set free too     We fought for good stood side by side Our friendship never died On stranger waves the lows and highs Our vision touched the sky Immortalists with points to prove     A house somewhere on foreign soil Where ageless lovers call Is this your goal your final needs Where dogs and vultures eat Committed still I turn to go  ,  I always looked to you I always looked to you I always looked to you    I put my trust in you I put my trust in you I put my trust in you    I put my trust in you I put my trust in you I put my trust in you I put my trust in you In you. In you. In you Put my trust in you in you
Joy Division,Atrocity Exhibition,126.435,-7.348,0.767,10,   Asylums with doors open wide Where people had paid to see inside For entertainment they watch his body twist Behind his eyes he says 'I still exist.'     In arenas he kills for a prize Wins a minute to add to his life But the sickness is drowned by cries for more Pray to God make it quick watch him fall     You'll see the horrors of a faraway place Meet the architects of law face to face See mass murder on a scale you've never seen And all the ones who try hard to succeed     And I picked on the whims of a thousand or more Still pursuing the path that's been buried for years All the dead wood from jungles and cities on fire Can't replace or relate can't release or repair Take my hand and I'll show you what was and will be,  This is the way step inside This is the way step inside This is the way step inside This is the way step inside    This is the way step inside This is the way step inside This is the way step inside This is the way step inside This is the way this is the way This is the way this is the way This is the way step inside This is the way step inside This is the way step inside This is the way step inside     This is the way step inside This is the way step inside This is the way step inside This is the way step inside 
Joy Division,Colony,137.612,-7.292000000000002,0.88,10,   A cry for help a hint of anesthesia The sound from broken homes We used to always meet here As he lays asleep she takes him in her arms Some things I have to do but I don't mean you harm     A worried parent's glance a kiss a last goodbye Hands him the bag she packed the tears she tries to hide A cruel wind that blows down to our lunacy And leaves him standing cold here in this colony     I can't see why all these confrontations I can't see why all these dislocations No family life this makes me feel uneasy Stood alone here in this colony In this colony in this colony in this colony in this colony ,Dear God in his wisdom took you by the hand God in his wisdom made you understand God in his wisdom took you by the hand God in his wisdom made you understand God in his wisdom took you by the hand God in his wisdom made you understand God in his wisdom took you by the hand God in his wisdom made you understand In this colony in this colony in this colony in this colony
Joy Division,Decades,107.089,-9.206,0.5379999999999999,10,   Here are the young men the weight on their shoulders Here are the young men well where have they been? We knocked on the doors of Hell's darker chamber Pushed to the limit we dragged ourselves in Watched from the wings as the scenes were replaying We saw ourselves now as we never had seen Portrayal of the trauma and degeneration The sorrows we suffered and never were free     Weary inside now our heart's lost forever Can't replace the fear or the thrill of the chase Each ritual showed up the door for our wanderings Open then shut then slammed in our face ,  Where have they been? Where have they been? Where have they been? Where have they been?    Where have they been? Where have they been? Where have they been? Where have they been?
Joy Division,Heart and Soul,149.774,-9.817,0.611,10,   Instincts that can still betray us A journey that leads to the sun Soulless and bent on destruction A struggle between right and wrong You take my place in the showdown I'll observe witha pitiful eye I'll humbly ask for forgiveness A request well beyond you and I     An abyss that laughs at creation A circus complete with all fools Foundations that lasted the ages Then ripped apart at their roots Beyond all this good is the terror The grip of a mercenary hand When savagery turns all good reason There's no turning back no last stand     Existence well what does it matter? I exist on the best terms I can The past is now part of my future The present is well out of hand The present is well out of hand ,  Heart and soul one will burn Heart and soul one will burn    Heart and soul one will burn Heart and soul one will burn     Heart and soul one will burn Heart and soul one will burn One will burn one will burn Heart and soul one will burn
Joy Division,Isolation,151.52200000000005,-8.12,0.7829999999999999,10,   In fear every day every evening He calls her aloud from above Carefully watched for a reason Painstaking devotion and love Surrendered to self preservation From others who care for themselves A blindness that touches perfection But hurts just like anything else     Mother I tried please believe me I'm doing the best that I can I'm ashamed of the things I've been put through I'm ashamed of the person I am     But if you could just see the beauty These things I could never describe These pleasures a wayward distraction This is my one lucky prize ,  Isolation Isolation Isolation    Isolation Isolation Isolation     Isolation Isolation Isolation Isolation Isolation
Joy Division,Love Will Tear Us Apart,146.83,-8.662,0.902,10,   When routine bites hard And ambitions are low And resentment rides high But emotions won't grow And we're changing our ways taking different roads     Why is the bedroom so cold? You've turned away on your side Is my timing that flawed? Our respect runs so dry Yet there's still this appeal That we've kept through our lives     You cry out in your sleep All my failings exposed And there's a taste in my mouth As desperation takes hold Just that something so good Just can't function no more  ,  Then love love will tear us apart again Love love will tear us apart again    But love love will tear us apart again Love love will tear us apart again    Then love love will tear us apart again Love love will tear us apart again Then love love will tear it apart again Love love will tear it apart again
Joy Division,Passover,127.977,-11.936,0.5770000000000001,10,   This is a crisis I knew had to come Destroying the balance I'd kept Doubting unsettling and turning around Wondering what will come next Is this the role that you wanted to live? I was foolish to ask for so much Without the protection and infancy's guard It all falls apart at first touch     Watching the reel as it comes to a close Brutally taking it's time People who change for no reason at all It's happening all of the time Can I go on with this train of events? Disturbing and purging my mind Back out of my duties when all's said and done I know that I'll lose every time     Moving along in our God given ways Safety is sat by the fire Sanctuary from these feverish smiles Left with a mark on the door Is this the gift that I wanted to give? Forgive and forget's what they teach Or pass through the deserts and wastelands once more And watch as they drop by the beach This is the crisis I knew had to come Destroying the balance I'd kept Turning around to the next set of lives Wondering what will come next, Watching the reel as it comes to a close Brutally taking it's time People who change for no reason at all It's happening all of the time Can I go on with this train of events? Disturbing and purging my mind Back out of my duties when all's said and done I know that I'll lose every time 
Joy Division,The Eternal,109.574,-14.043,0.474,10,   Procession moves on the shouting is over Praise to the glory of loved ones now gone Talking aloud as they sit round their tables Scattering flowers washed down by the rain Stood by the gate at the foot of the garden Watching them pass like clouds in the sky Try to cry out in the heat of the moment Possessed by a fury that burns from inside     Cry like a child though these years make me older With children my time is so wastefully spent A burden to keep though their inner communion Accept like a curse an unlucky deal Played by the gate at the foot of the garden My view stretches out from the fence to the wall No words could explain no actions determine Just watching the trees and the leaves as they fall,Cry like a child though these years make me older With children my time is so wastefully spent A burden to keep though their inner communion Accept like a curse an unlucky deal Played by the gate at the foot of the garden My view stretches out from the fence to the wall No words could explain no actions determine Just watching the trees and the leaves as they fall
Joy Division,Twenty Four Hours,131.73,-8.955,0.879,10,   So this is permanence love-shattered pride What once was innocence turned on its side A cloud hangs over me marks every move Deep in the memory of what once was love     Oh how I realised how I wanted time Put into perspective tried so hard to find Just for one moment thought I'd found my way Destiny unfolded I watched it slip away     Excessive flash points beyond all reach Solitary demands for all I'd like to keep Let's take a ride out see what we can find A valueless collection of hopes and past desires     I never realised the lengths I'd have to go All the darkest corners of a sense I didn't know Just for one moment I heard somebody call Looked beyond the day in hand there's nothing there at all     Now that I've realised how it's all gone wrong Gotta find some therapy this treatment takes too long Deep in the heart of where sympathy held sway Gotta find my destiny before it gets too late,Oh how I realised how I wanted time Put into perspective tried so hard to find Just for one moment thought I'd found my way Destiny unfolded I watched it slip away   I never realised the lengths I'd have to go All the darkest corners of a sense I didn't know Just for one moment I heard somebody call Looked beyond the day in hand there's nothing there at all 
